Transaction_ID,Customer_ID,Date,Item,Category,Quantity,Price,Total_Spend
TXN_01031,CUST_161,2023-01-30 01:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01031,CUST_161,2023-01-30 01:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01031,CUST_161,2023-01-30 01:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01032,CUST_036,2023-11-01 02:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01032,CUST_036,2023-11-01 02:00:00,Socks,Clothing,1,18.14,18.14
TXN_01033,CUST_292,2023-05-07 18:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01033,CUST_292,2023-05-07 18:00:00,Milk,Groceries,3,103.42,310.26
TXN_01033,CUST_292,2023-05-07 18:00:00,Coffee,Groceries,3,405.67,1217.01
TXN_01033,CUST_292,2023-05-07 18:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01034,CUST_105,2023-12-09 22:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01034,CUST_105,2023-12-09 22:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01035,CUST_235,2023-06-11 02:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01035,CUST_235,2023-06-11 02:00:00,Coffee,Groceries,3,405.67,1217.01
TXN_01036,CUST_068,2023-06-28 02:00:00,Bread,Groceries,3,326.69,980.07
TXN_01036,CUST_068,2023-06-28 02:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01036,CUST_068,2023-06-28 02:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01037,CUST_271,2023-01-05 21:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01037,CUST_271,2023-01-05 21:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01037,CUST_271,2023-01-05 21:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01038,CUST_136,2023-03-01 03:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01038,CUST_136,2023-03-01 03:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01039,CUST_108,2023-06-25 06:00:00,Apples,Groceries,1,114.12,114.12
TXN_01039,CUST_108,2023-06-25 06:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01039,CUST_108,2023-06-25 06:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01040,CUST_217,2023-05-22 01:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01040,CUST_217,2023-05-22 01:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01040,CUST_217,2023-05-22 01:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01040,CUST_217,2023-05-22 01:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01041,CUST_288,2023-01-05 03:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01041,CUST_288,2023-01-05 03:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01042,CUST_299,2023-10-10 04:00:00,Bread,Groceries,2,326.69,653.38
TXN_01042,CUST_299,2023-10-10 04:00:00,Milk,Groceries,2,103.42,206.84
TXN_01042,CUST_299,2023-10-10 04:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01043,CUST_182,2023-10-14 13:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01043,CUST_182,2023-10-14 13:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01044,CUST_091,2023-07-31 00:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01044,CUST_091,2023-07-31 00:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01045,CUST_082,2023-12-26 03:00:00,Bread,Groceries,3,326.69,980.07
TXN_01045,CUST_082,2023-12-26 03:00:00,Milk,Groceries,3,103.42,310.26
TXN_01045,CUST_082,2023-12-26 03:00:00,Butter,Groceries,2,8.22,16.44
TXN_01046,CUST_115,2023-01-13 21:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01046,CUST_115,2023-01-13 21:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01047,CUST_180,2023-11-25 16:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01047,CUST_180,2023-11-25 16:00:00,Coffee,Groceries,3,405.67,1217.01
TXN_01048,CUST_092,2023-10-25 08:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01048,CUST_092,2023-10-25 08:00:00,Coffee,Groceries,4,405.67,1622.68
TXN_01049,CUST_262,2023-03-01 12:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01049,CUST_262,2023-03-01 12:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01050,CUST_224,2023-01-01 16:00:00,Table,Home & Garden,1,81.96,81.96
TXN_01050,CUST_224,2023-01-01 16:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01051,CUST_101,2023-07-06 13:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01051,CUST_101,2023-07-06 13:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01052,CUST_154,2023-09-17 09:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01052,CUST_154,2023-09-17 09:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01052,CUST_154,2023-09-17 09:00:00,Socks,Clothing,1,18.14,18.14
TXN_01053,CUST_284,2023-03-07 06:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01053,CUST_284,2023-03-07 06:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01054,CUST_208,2023-10-08 00:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01054,CUST_208,2023-10-08 00:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01054,CUST_208,2023-10-08 00:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01055,CUST_227,2023-12-12 06:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01055,CUST_227,2023-12-12 06:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01056,CUST_146,2023-09-21 21:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01056,CUST_146,2023-09-21 21:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01056,CUST_146,2023-09-21 21:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01057,CUST_159,2023-04-26 06:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01057,CUST_159,2023-04-26 06:00:00,Butter,Groceries,4,8.22,32.88
TXN_01058,CUST_213,2023-11-19 18:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01058,CUST_213,2023-11-19 18:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01059,CUST_125,2023-03-17 20:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01060,CUST_218,2023-04-23 05:00:00,Bread,Groceries,4,326.69,1306.76
TXN_01060,CUST_218,2023-04-23 05:00:00,Banana,Groceries,2,296.69,593.38
TXN_01060,CUST_218,2023-04-23 05:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01060,CUST_218,2023-04-23 05:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01060,CUST_218,2023-04-23 05:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01061,CUST_238,2023-12-08 16:00:00,Bread,Groceries,4,326.69,1306.76
TXN_01061,CUST_238,2023-12-08 16:00:00,Butter,Groceries,4,8.22,32.88
TXN_01061,CUST_238,2023-12-08 16:00:00,Table,Home & Garden,1,81.96,81.96
TXN_01061,CUST_238,2023-12-08 16:00:00,Jacket,Clothing,1,113.23,113.23
TXN_01061,CUST_238,2023-12-08 16:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01062,CUST_082,2023-09-01 14:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01062,CUST_082,2023-09-01 14:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01062,CUST_082,2023-09-01 14:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01062,CUST_082,2023-09-01 14:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01063,CUST_141,2023-08-14 02:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01063,CUST_141,2023-08-14 02:00:00,Jacket,Clothing,1,113.23,113.23
TXN_01064,CUST_164,2023-10-04 02:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01064,CUST_164,2023-10-04 02:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01064,CUST_164,2023-10-04 02:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01065,CUST_033,2023-08-01 13:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01065,CUST_033,2023-08-01 13:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01065,CUST_033,2023-08-01 13:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01066,CUST_200,2023-10-27 22:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01066,CUST_200,2023-10-27 22:00:00,Coffee,Groceries,3,405.67,1217.01
TXN_01067,CUST_153,2023-07-19 13:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01067,CUST_153,2023-07-19 13:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01067,CUST_153,2023-07-19 13:00:00,Eggs,Groceries,3,274.75,824.25
TXN_01067,CUST_153,2023-07-19 13:00:00,Butter,Groceries,4,8.22,32.88
TXN_01068,CUST_249,2023-01-15 12:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01068,CUST_249,2023-01-15 12:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01069,CUST_066,2023-11-15 17:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01069,CUST_066,2023-11-15 17:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01070,CUST_070,2023-08-25 05:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01070,CUST_070,2023-08-25 05:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01070,CUST_070,2023-08-25 05:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01071,CUST_173,2023-07-14 08:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01071,CUST_173,2023-07-14 08:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01071,CUST_173,2023-07-14 08:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01071,CUST_173,2023-07-14 08:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01072,CUST_180,2023-04-25 20:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01072,CUST_180,2023-04-25 20:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01073,CUST_103,2023-01-11 19:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01073,CUST_103,2023-01-11 19:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01073,CUST_103,2023-01-11 19:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01074,CUST_239,2023-12-25 08:00:00,Butter,Groceries,1,8.22,8.22
TXN_01075,CUST_084,2023-06-09 03:00:00,Socks,Clothing,1,18.14,18.14
TXN_01075,CUST_084,2023-06-09 03:00:00,Coffee,Groceries,4,405.67,1622.68
TXN_01075,CUST_084,2023-06-09 03:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01076,CUST_102,2023-02-08 18:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01076,CUST_102,2023-02-08 18:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01077,CUST_155,2023-12-17 19:00:00,Sweater,Clothing,1,255.15,255.15
TXN_01077,CUST_155,2023-12-17 19:00:00,Banana,Groceries,3,296.69,890.07
TXN_01077,CUST_155,2023-12-17 19:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01077,CUST_155,2023-12-17 19:00:00,Milk,Groceries,1,103.42,103.42
TXN_01077,CUST_155,2023-12-17 19:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01078,CUST_260,2023-11-28 10:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01078,CUST_260,2023-11-28 10:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01078,CUST_260,2023-11-28 10:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01079,CUST_236,2023-12-29 04:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01079,CUST_236,2023-12-29 04:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01080,CUST_224,2023-10-31 08:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01080,CUST_224,2023-10-31 08:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01081,CUST_125,2023-08-26 18:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01081,CUST_125,2023-08-26 18:00:00,Eggs,Groceries,2,274.75,549.5
TXN_01081,CUST_125,2023-08-26 18:00:00,Jacket,Clothing,1,113.23,113.23
TXN_01082,CUST_250,2023-04-19 11:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01082,CUST_250,2023-04-19 11:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01082,CUST_250,2023-04-19 11:00:00,Butter,Groceries,3,8.22,24.66
TXN_01083,CUST_285,2023-01-06 16:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01084,CUST_209,2023-09-08 17:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01084,CUST_209,2023-09-08 17:00:00,Plant,Home & Garden,1,403.88,403.88
TXN_01084,CUST_209,2023-09-08 17:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01084,CUST_209,2023-09-08 17:00:00,Bread,Groceries,1,326.69,326.69
TXN_01085,CUST_151,2023-04-24 12:00:00,Sweater,Clothing,1,255.15,255.15
TXN_01085,CUST_151,2023-04-24 12:00:00,Coffee,Groceries,4,405.67,1622.68
TXN_01085,CUST_151,2023-04-24 12:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01086,CUST_284,2023-09-29 11:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01086,CUST_284,2023-09-29 11:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01087,CUST_139,2023-06-06 08:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01087,CUST_139,2023-06-06 08:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01088,CUST_275,2023-12-20 05:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01088,CUST_275,2023-12-20 05:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01089,CUST_052,2023-04-10 09:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01089,CUST_052,2023-04-10 09:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01089,CUST_052,2023-04-10 09:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01090,CUST_141,2023-01-24 01:00:00,Plant,Home & Garden,1,403.88,403.88
TXN_01090,CUST_141,2023-01-24 01:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01091,CUST_252,2023-02-22 00:00:00,Bread,Groceries,1,326.69,326.69
TXN_01091,CUST_252,2023-02-22 00:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01091,CUST_252,2023-02-22 00:00:00,Eggs,Groceries,3,274.75,824.25
TXN_01091,CUST_252,2023-02-22 00:00:00,Jacket,Clothing,1,113.23,113.23
TXN_01092,CUST_245,2023-02-28 02:00:00,Bread,Groceries,1,326.69,326.69
TXN_01092,CUST_245,2023-02-28 02:00:00,Milk,Groceries,2,103.42,206.84
TXN_01092,CUST_245,2023-02-28 02:00:00,Eggs,Groceries,1,274.75,274.75
TXN_01092,CUST_245,2023-02-28 02:00:00,Butter,Groceries,4,8.22,32.88
TXN_01093,CUST_116,2023-09-25 12:00:00,Milk,Groceries,1,103.42,103.42
TXN_01093,CUST_116,2023-09-25 12:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01093,CUST_116,2023-09-25 12:00:00,Coffee,Groceries,1,405.67,405.67
TXN_01094,CUST_107,2023-11-17 06:00:00,Bread,Groceries,1,326.69,326.69
TXN_01094,CUST_107,2023-11-17 06:00:00,Milk,Groceries,2,103.42,206.84
TXN_01095,CUST_002,2023-07-29 14:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01095,CUST_002,2023-07-29 14:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01095,CUST_002,2023-07-29 14:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01096,CUST_145,2023-12-26 14:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01096,CUST_145,2023-12-26 14:00:00,Webcam,Electronics,1,446.63,446.63
TXN_01096,CUST_145,2023-12-26 14:00:00,Mouse,Electronics,1,369.55,369.55
TXN_01097,CUST_279,2023-04-26 20:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01097,CUST_279,2023-04-26 20:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01098,CUST_085,2023-06-07 19:00:00,Bread,Groceries,3,326.69,980.07
TXN_01098,CUST_085,2023-06-07 19:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01098,CUST_085,2023-06-07 19:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01098,CUST_085,2023-06-07 19:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01099,CUST_207,2023-05-20 16:00:00,Headphones,Electronics,1,141.14,141.14
TXN_01099,CUST_207,2023-05-20 16:00:00,Milk,Groceries,3,103.42,310.26
TXN_01099,CUST_207,2023-05-20 16:00:00,Smartphone,Electronics,1,17.38,17.38
TXN_01099,CUST_207,2023-05-20 16:00:00,Butter,Groceries,3,8.22,24.66
TXN_01100,CUST_014,2023-02-16 07:00:00,Coffee,Groceries,1,405.67,405.67
TXN_01100,CUST_014,2023-02-16 07:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01100,CUST_014,2023-02-16 07:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01100,CUST_014,2023-02-16 07:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01100,CUST_014,2023-02-16 07:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01101,CUST_090,2023-08-29 16:00:00,Milk,Groceries,4,103.42,413.68
TXN_01101,CUST_090,2023-08-29 16:00:00,Keyboard,Electronics,1,339.97,339.97
TXN_01101,CUST_090,2023-08-29 16:00:00,Coffee,Groceries,1,405.67,405.67
TXN_01102,CUST_241,2023-06-28 13:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01102,CUST_241,2023-06-28 13:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01103,CUST_211,2023-12-22 15:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01103,CUST_211,2023-12-22 15:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01104,CUST_162,2023-05-10 10:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01104,CUST_162,2023-05-10 10:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01105,CUST_212,2023-01-28 06:00:00,Bread,Groceries,1,326.69,326.69
TXN_01105,CUST_212,2023-01-28 06:00:00,Plant,Home & Garden,1,403.88,403.88
TXN_01105,CUST_212,2023-01-28 06:00:00,Eggs,Groceries,2,274.75,549.5
TXN_01105,CUST_212,2023-01-28 06:00:00,Cushion,Home & Garden,1,478.82,478.82
TXN_01106,CUST_137,2023-10-09 04:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01106,CUST_137,2023-10-09 04:00:00,Laptop,Electronics,1,321.52,321.52
TXN_01106,CUST_137,2023-10-09 04:00:00,Eggs,Groceries,2,274.75,549.5
TXN_01106,CUST_137,2023-10-09 04:00:00,Monitor,Electronics,1,115.49,115.49
TXN_01107,CUST_082,2023-06-09 17:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01107,CUST_082,2023-06-09 17:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01108,CUST_237,2023-03-02 20:00:00,Chair,Home & Garden,1,173.42,173.42
TXN_01108,CUST_237,2023-03-02 20:00:00,Sneakers,Clothing,1,19.75,19.75
TXN_01108,CUST_237,2023-03-02 20:00:00,Apples,Groceries,3,114.12,342.36
TXN_01109,CUST_213,2023-09-05 15:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01109,CUST_213,2023-09-05 15:00:00,Coffee,Groceries,2,405.67,811.34
TXN_01110,CUST_036,2023-05-22 13:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01110,CUST_036,2023-05-22 13:00:00,Coffee,Groceries,3,405.67,1217.01
TXN_01111,CUST_297,2023-12-04 15:00:00,Sweater,Clothing,1,255.15,255.15
TXN_01111,CUST_297,2023-12-04 15:00:00,Banana,Groceries,4,296.69,1186.76
TXN_01111,CUST_297,2023-12-04 15:00:00,Eggs,Groceries,4,274.75,1099.0
TXN_01111,CUST_297,2023-12-04 15:00:00,Jacket,Clothing,1,113.23,113.23
TXN_01112,CUST_165,2023-04-07 22:00:00,T-Shirt,Clothing,1,48.03,48.03
TXN_01112,CUST_165,2023-04-07 22:00:00,Jeans,Clothing,1,213.85,213.85
TXN_01113,CUST_163,2023-08-31 22:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01113,CUST_163,2023-08-31 22:00:00,Plant,Home & Garden,1,403.88,403.88
TXN_01113,CUST_163,2023-08-31 22:00:00,Socks,Clothing,1,18.14,18.14
TXN_01113,CUST_163,2023-08-31 22:00:00,Lamp,Home & Garden,1,350.58,350.58
TXN_01114,CUST_078,2023-09-11 01:00:00,Mug,Home & Garden,1,171.61,171.61
TXN_01114,CUST_078,2023-09-11 01:00:00,Coffee,Groceries,1,405.67,405.67
